1	1	29810.00 4174.00 20729.00 7211.00 18.44
4	8	17119.05	2311.21	12401.25	3065.25	12.14
5	8	11889.38	1482.55	8075.81	2214.11	11.19
6	8	16347.36	3051.86	10848.45	3093.96	13.90
7	8	6830.33	1035.44	4221.82	1588.00	19.84
8	8	10455.19	1069.97	8226.72	1861.70	12.61
9	8	9641.40	1595.83	6771.81	1941.69	14.60
10	8	8121.38	1019.89	6476.68	1462.99	12.56
11	8	4291.56	500.02	3035.03	963.02	14.50
12	8	3247.17	407.70	2235.31	698.00	17.91
1	9	70993.92	14968.15	47322.48	20318.68	18.86
2	9	21422.09	3610.13	12944.02	4761.92	17.63
3	9	16698.34	2806.36	10758.86	3810.58	16.14
4	9	18751.96	2857.90	13071.43	3477.62	13.26
5	9	13302.68	1974.74	9110.27	2507.85	11.66
6	9	17877.99	2616.64	12122.04	3667.81	14.54
7	9	7714.37	1316.41	4553.18	1730.25	19.30
8	9	12064.31	1735.25	9519.01	2222.02	13.15
9	9	10245.77	1143.25	7077.91	2466.50	18.18
10	9	9526.32	965.93	7202.20	1584.42	12.04
11	9	4735.56	591.24	3439.31	1072.95	14.53
12	9	3934.18	411.81	2750.23	718.18	15.27
1	10	81394.36	15824.59	48867.96	23015.43	21.16
2	10	26986.48	3612.58	15179.14	6364.22	20.71
3	10	21885.92	2809.19	13083.66	4629.83	16.47
4	10	22940.07	2811.46	15240.74	4419.32	15.03
5	10	16452.62	2038.78	10236.42	3950.00	18.33
6	10	21751.72	2641.77	13941.03	5068.24	18.28
7	10	9361.03	1181.89	5324.92	1926.32	18.38
8	10	15220.57	1265.04	9895.23	3998.99	21.33
9	10	12101.47	1225.10	7893.44	2572.49	16.64
10	10	11370.80	925.41	7525.89	2075.37	15.42
11	10	5563.09	530.86	3594.69	1644.22	22.09
12	10	4932.51	437.09	3372.06	984.04	17.35
1	11	106521.45	14351.45	63230.37	26068.99	19.01
2	11	36476.10	4202.60	23061.70	7002.80	15.71
3	11	29673.72	3422.33	19356.71	5158.72	12.18
4	11	30850.62	2927.60	23161.31	4673.74	10.68
5	11	21028.50	2448.20	14235.40	3987.52	13.61
6	11	28480.67	3321.17	20167.23	4940.66	12.22
7	11	12231.32	1232.16	7813.32	2187.00	14.84
8	11	19149.50	1395.30	13980.86	3749.00	14.14
9	11	17889.10	1681.00	12872.90	3163.07	12.99
10	11	14632.37	965.56	10730.27	2056.23	10.82
11	11	7213.96	640.67	4696.88	1642.52	17.56
12	11	6474.50	417.46	4973.44	1158.53	13.58
